SYSTEM:Time(s)	SubMechanism.ibFlap/Flap:roll(deg)	SubMechanism.ibFlap/Flap:x(mm)	SubMechanism.ibFlap/Flap:y(mm)	SubMechanism.ibFlap/Flap:z(mm)
10.525	31.198	25147.175	-3756.343	2883.047	
10.526	31.201	25147.232	-3756.332	2882.993	
10.527	31.205	25147.289	-3756.322	2882.94	
10.528	31.208	25147.346	-3756.311	2882.887	
10.529	31.212	25147.402	-3756.301	2882.833	
10.53	31.216	25147.459	-3756.29	2882.78	
10.531	31.219	25147.516	-3756.28	2882.727	
10.532	31.223	25147.572	-3756.269	2882.674	
10.533	31.226	25147.629	-3756.259	2882.621	
10.534	31.23	25147.686	-3756.248	2882.567	
10.535	31.234	25147.741	-3756.238	2882.514	
10.536	31.237	25147.799	-3756.228	2882.461	
10.537	31.241	25147.856	-3756.217	2882.408	
10.538	31.244	25147.911	-3756.207	2882.355	
10.539	31.248	25147.968	-3756.196	2882.302	
10.54	31.252	25148.024	-3756.186	2882.249	
10.541	31.255	25148.081	-3756.176	2882.196	
10.542	31.259	25148.136	-3756.165	2882.143	
10.543	31.262	25148.193	-3756.155	2882.09	
10.544	31.266	25148.251	-3756.145	2882.037	
10.545	31.269	25148.306	-3756.134	2881.984	
10.546	31.273	25148.361	-3756.124	2881.931	
10.547	31.277	25148.418	-3756.113	2881.878	
10.548	31.28	25148.474	-3756.103	2881.825	
10.549	31.284	25148.531	-3756.093	2881.772	
10.55	31.287	25148.586	-3756.082	2881.719	
10.551	31.291	25148.643	-3756.072	2881.667	
10.552	31.294	25148.699	-3756.062	2881.614	
10.553	31.298	25148.754	-3756.051	2881.561	
10.554	31.302	25148.811	-3756.041	2881.508	
10.555	31.305	25148.867	-3756.031	2881.456	
10.556	31.309	25148.922	-3756.02	2881.403	
10.557	31.312	25148.979	-3756.01	2881.35	
10.558	31.316	25149.035	-3756	2881.298	
10.559	31.319	25149.09	-3755.989	2881.245	
10.56	31.323	25149.145	-3755.979	2881.192	
10.561	31.326	25149.202	-3755.969	2881.14	
10.562	31.33	25149.258	-3755.958	2881.087	
10.563	31.334	25149.313	-3755.948	2881.035	
10.564	31.337	25149.368	-3755.938	2880.982	
10.565	31.341	25149.424	-3755.928	2880.93	
10.566	31.344	25149.481	-3755.917	2880.877	
10.567	31.348	25149.536	-3755.907	2880.825	
10.568	31.351	25149.591	-3755.897	2880.772	
10.569	31.355	25149.647	-3755.887	2880.72	
10.57	31.358	25149.702	-3755.876	2880.667	
10.571	31.362	25149.757	-3755.866	2880.615	
10.572	31.365	25149.813	-3755.856	2880.563	
10.573	31.369	25149.868	-3755.846	2880.51	
10.574	31.372	25149.923	-3755.835	2880.458	
10.575	31.376	25149.979	-3755.825	2880.406	
10.576	31.379	25150.034	-3755.815	2880.353	
10.577	31.383	25150.089	-3755.805	2880.301	
10.578	31.387	25150.145	-3755.794	2880.249	
10.579	31.39	25150.2	-3755.784	2880.197	
10.58	31.394	25150.255	-3755.774	2880.145	
10.581	31.397	25150.311	-3755.764	2880.093	
10.582	31.401	25150.366	-3755.754	2880.04	
10.583	31.404	25150.421	-3755.743	2879.988	
10.584	31.408	25150.476	-3755.733	2879.936	
10.585	31.411	25150.532	-3755.723	2879.884	
10.586	31.415	25150.585	-3755.713	2879.832	
10.587	31.418	25150.64	-3755.703	2879.78	
10.588	31.422	25150.696	-3755.692	2879.728	
10.589	31.425	25150.751	-3755.682	2879.676	
10.59	31.429	25150.806	-3755.672	2879.624	
10.591	31.432	25150.86	-3755.662	2879.572	
10.592	31.436	25150.915	-3755.652	2879.52	
10.593	31.439	25150.97	-3755.642	2879.468	
10.594	31.443	25151.026	-3755.631	2879.417	
10.595	31.446	25151.079	-3755.621	2879.365	
10.596	31.45	25151.134	-3755.611	2879.313	
10.597	31.453	25151.19	-3755.601	2879.261	
10.598	31.457	25151.243	-3755.591	2879.209	
10.599	31.46	25151.299	-3755.581	2879.158	
10.6	31.464	25151.354	-3755.571	2879.106	
10.601	31.467	25151.407	-3755.561	2879.054	
10.602	31.47	25151.463	-3755.551	2879.003	
10.603	31.474	25151.516	-3755.541	2878.951	
10.604	31.477	25151.571	-3755.53	2878.899	
10.605	31.481	25151.625	-3755.52	2878.848	
10.606	31.484	25151.68	-3755.51	2878.796	
10.607	31.488	25151.733	-3755.5	2878.744	
10.608	31.491	25151.789	-3755.49	2878.693	
10.609	31.495	25151.842	-3755.48	2878.641	
10.61	31.498	25151.897	-3755.47	2878.59	
10.611	31.502	25151.951	-3755.46	2878.538	
10.612	31.505	25152.006	-3755.45	2878.487	
10.613	31.509	25152.06	-3755.44	2878.435	
10.614	31.512	25152.115	-3755.43	2878.384	
10.615	31.516	25152.168	-3755.42	2878.332	
10.616	31.519	25152.222	-3755.41	2878.281	
10.617	31.522	25152.277	-3755.4	2878.23	
10.618	31.526	25152.33	-3755.39	2878.178	
10.619	31.529	25152.384	-3755.38	2878.127	
10.62	31.533	25152.439	-3755.37	2878.076	
10.621	31.536	25152.493	-3755.36	2878.025	
10.622	31.54	25152.546	-3755.35	2877.973	
10.623	31.543	25152.599	-3755.34	2877.922	
10.624	31.547	25152.655	-3755.33	2877.871	
10.625	31.55	25152.708	-3755.32	2877.82	
10.626	31.553	25152.761	-3755.31	2877.769	
10.627	31.557	25152.815	-3755.3	2877.717	
10.628	31.56	25152.868	-3755.29	2877.666	
10.629	31.564	25152.924	-3755.28	2877.615	
10.63	31.567	25152.977	-3755.27	2877.564	
10.631	31.571	25153.03	-3755.26	2877.513	
10.632	31.574	25153.084	-3755.25	2877.462	
10.633	31.577	25153.137	-3755.24	2877.411	
10.634	31.581	25153.191	-3755.23	2877.36	
10.635	31.584	25153.244	-3755.22	2877.309	
10.636	31.588	25153.297	-3755.21	2877.258	
10.637	31.591	25153.351	-3755.2	2877.207	
10.638	31.595	25153.404	-3755.19	2877.156	
10.639	31.598	25153.458	-3755.181	2877.105	
10.64	31.601	25153.511	-3755.171	2877.055	
10.641	31.605	25153.564	-3755.161	2877.004	
10.642	31.608	25153.618	-3755.151	2876.953	
10.643	31.612	25153.671	-3755.141	2876.902	
10.644	31.615	25153.725	-3755.131	2876.852	
10.645	31.618	25153.778	-3755.121	2876.801	
10.646	31.622	25153.831	-3755.111	2876.75	
10.647	31.625	25153.885	-3755.101	2876.699	
10.648	31.629	25153.938	-3755.092	2876.649	
10.649	31.632	25153.992	-3755.082	2876.598	
10.65	31.635	25154.043	-3755.072	2876.547	
10.651	31.639	25154.097	-3755.062	2876.497	
10.652	31.642	25154.15	-3755.052	2876.446	
10.653	31.646	25154.203	-3755.042	2876.396	
10.654	31.649	25154.257	-3755.033	2876.345	
10.655	31.652	25154.308	-3755.023	2876.295	
10.656	31.656	25154.362	-3755.013	2876.244	
10.657	31.659	25154.415	-3755.003	2876.194	
10.658	31.663	25154.469	-3754.993	2876.143	
10.659	31.666	25154.52	-3754.983	2876.093	
10.66	31.669	25154.573	-3754.974	2876.042	
10.661	31.673	25154.627	-3754.964	2875.992	
10.662	31.676	25154.678	-3754.954	2875.942	
10.663	31.679	25154.732	-3754.944	2875.891	
10.664	31.683	25154.785	-3754.934	2875.841	
10.665	31.686	25154.837	-3754.925	2875.791	
10.666	31.69	25154.89	-3754.915	2875.74	
10.667	31.693	25154.942	-3754.905	2875.69	
10.668	31.696	25154.995	-3754.895	2875.64	
10.669	31.7	25155.046	-3754.885	2875.59	
10.67	31.703	25155.1	-3754.876	2875.54	
10.671	31.706	25155.151	-3754.866	2875.489	
10.672	31.71	25155.205	-3754.856	2875.439	
10.673	31.713	25155.256	-3754.847	2875.389	
10.674	31.716	25155.31	-3754.837	2875.339	
10.675	31.72	25155.361	-3754.827	2875.289	
10.676	31.723	25155.415	-3754.817	2875.239	
10.677	31.727	25155.466	-3754.807	2875.189	
10.678	31.73	25155.519	-3754.798	2875.139	
10.679	31.733	25155.571	-3754.788	2875.089	
10.68	31.737	25155.622	-3754.778	2875.039	
10.681	31.74	25155.676	-3754.769	2874.989	
10.682	31.743	25155.727	-3754.759	2874.939	
10.683	31.747	25155.779	-3754.749	2874.889	
10.684	31.75	25155.832	-3754.74	2874.839	
10.685	31.753	25155.884	-3754.73	2874.789	
10.686	31.757	25155.935	-3754.72	2874.74	
10.687	31.76	25155.989	-3754.71	2874.69	
10.688	31.763	25156.04	-3754.701	2874.64	
10.689	31.767	25156.092	-3754.691	2874.59	
10.69	31.77	25156.143	-3754.682	2874.541	
10.691	31.773	25156.195	-3754.672	2874.491	
10.692	31.777	25156.248	-3754.662	2874.441	
10.693	31.78	25156.3	-3754.653	2874.391	
10.694	31.783	25156.351	-3754.643	2874.342	
10.695	31.787	25156.403	-3754.633	2874.292	
10.696	31.79	25156.454	-3754.624	2874.243	
10.697	31.793	25156.506	-3754.614	2874.193	
10.698	31.796	25156.557	-3754.604	2874.143	
10.699	31.8	25156.609	-3754.595	2874.094	
10.7	31.803	25156.662	-3754.585	2874.044	
10.701	31.806	25156.713	-3754.575	2873.995	
10.702	31.81	25156.765	-3754.566	2873.945	
10.703	31.813	25156.816	-3754.556	2873.896	
10.704	31.816	25156.868	-3754.547	2873.847	
10.705	31.82	25156.919	-3754.537	2873.797	
10.706	31.823	25156.971	-3754.528	2873.748	
10.707	31.826	25157.022	-3754.518	2873.698	
10.708	31.83	25157.072	-3754.508	2873.649	
10.709	31.833	25157.124	-3754.499	2873.6	
10.71	31.836	25157.175	-3754.489	2873.55	
10.711	31.839	25157.227	-3754.48	2873.501	
10.712	31.843	25157.278	-3754.47	2873.452	
10.713	31.846	25157.33	-3754.461	2873.403	
10.714	31.849	25157.381	-3754.451	2873.353	
10.715	31.853	25157.433	-3754.441	2873.304	
10.716	31.856	25157.482	-3754.432	2873.255	
10.717	31.859	25157.534	-3754.422	2873.206	
10.718	31.862	25157.585	-3754.413	2873.157	
10.719	31.866	25157.637	-3754.403	2873.108	
10.72	31.869	25157.688	-3754.394	2873.059	
10.721	31.872	25157.738	-3754.385	2873.01	
10.722	31.876	25157.789	-3754.375	2872.961	
10.723	31.879	25157.841	-3754.365	2872.912	
10.724	31.882	25157.89	-3754.356	2872.863	
10.725	31.885	25157.942	-3754.346	2872.814	
10.726	31.889	25157.993	-3754.337	2872.765	
10.727	31.892	25158.043	-3754.328	2872.716	
10.728	31.895	25158.094	-3754.318	2872.667	
10.729	31.898	25158.146	-3754.308	2872.618	
10.73	31.902	25158.195	-3754.299	2872.569	
10.731	31.905	25158.247	-3754.29	2872.52	
10.732	31.908	25158.297	-3754.28	2872.472	
10.733	31.911	25158.348	-3754.271	2872.423	
10.734	31.915	25158.4	-3754.261	2872.374	
10.735	31.918	25158.449	-3754.252	2872.325	
10.736	31.921	25158.501	-3754.242	2872.277	
10.737	31.924	25158.55	-3754.233	2872.228	
10.738	31.928	25158.602	-3754.224	2872.179	
10.739	31.931	25158.651	-3754.214	2872.131	
10.74	31.934	25158.701	-3754.205	2872.082	
10.741	31.937	25158.752	-3754.195	2872.034	
10.742	31.941	25158.802	-3754.186	2871.985	
10.743	31.944	25158.854	-3754.176	2871.936	
10.744	31.947	25158.903	-3754.167	2871.888	
10.745	31.95	25158.953	-3754.158	2871.839	
10.746	31.954	25159.004	-3754.148	2871.791	
10.747	31.957	25159.054	-3754.139	2871.742	
10.748	31.96	25159.105	-3754.129	2871.694	
10.749	31.963	25159.155	-3754.12	2871.645	
10.75	31.967	25159.204	-3754.111	2871.597	
10.751	31.97	25159.254	-3754.101	2871.549	
10.752	31.973	25159.306	-3754.092	2871.5	
10.753	31.976	25159.355	-3754.083	2871.452	
10.754	31.979	25159.405	-3754.073	2871.404	
10.755	31.983	25159.454	-3754.064	2871.356	
10.756	31.986	25159.506	-3754.055	2871.307	
10.757	31.989	25159.555	-3754.045	2871.259	
10.758	31.992	25159.605	-3754.036	2871.211	
10.759	31.996	25159.655	-3754.027	2871.163	
10.76	31.999	25159.704	-3754.017	2871.114	
10.761	32.002	25159.754	-3754.008	2871.066	
10.762	32.005	25159.805	-3753.999	2871.018	
10.763	32.008	25159.855	-3753.989	2870.97	
10.764	32.012	25159.904	-3753.98	2870.922	
10.765	32.015	25159.954	-3753.971	2870.874	
10.766	32.018	25160.004	-3753.961	2870.826	
10.767	32.021	25160.053	-3753.952	2870.778	
10.768	32.024	25160.103	-3753.943	2870.73	
10.769	32.028	25160.152	-3753.934	2870.682	
10.77	32.031	25160.202	-3753.924	2870.634	
10.771	32.034	25160.252	-3753.915	2870.586	
10.772	32.037	25160.301	-3753.906	2870.538	
10.773	32.04	25160.351	-3753.896	2870.49	
10.774	32.044	25160.4	-3753.887	2870.442	
10.775	32.047	25160.45	-3753.878	2870.394	
10.776	32.05	25160.5	-3753.869	2870.347	
10.777	32.053	25160.547	-3753.86	2870.299	
10.778	32.056	25160.597	-3753.85	2870.251	
10.779	32.059	25160.646	-3753.841	2870.203	
10.78	32.063	25160.696	-3753.832	2870.156	
10.781	32.066	25160.746	-3753.823	2870.108	
10.782	32.069	25160.795	-3753.813	2870.06	
10.783	32.072	25160.843	-3753.804	2870.013	
10.784	32.075	25160.892	-3753.795	2869.965	
10.785	32.078	25160.942	-3753.786	2869.917	
10.786	32.082	25160.992	-3753.777	2869.87	
10.787	32.085	25161.039	-3753.767	2869.822	
10.788	32.088	25161.089	-3753.758	2869.775	
10.789	32.091	25161.139	-3753.749	2869.727	
10.79	32.094	25161.188	-3753.74	2869.68	
10.791	32.097	25161.236	-3753.731	2869.632	
10.792	32.101	25161.285	-3753.721	2869.585	
10.793	32.104	25161.335	-3753.712	2869.537	
10.794	32.107	25161.383	-3753.703	2869.49	
10.795	32.11	25161.432	-3753.694	2869.443	
10.796	32.113	25161.48	-3753.685	2869.395	
10.797	32.116	25161.53	-3753.676	2869.348	
10.798	32.12	25161.579	-3753.667	2869.301	
10.799	32.123	25161.627	-3753.657	2869.253	
10.8	32.126	25161.676	-3753.648	2869.206	
10.801	32.129	25161.724	-3753.639	2869.159	
10.802	32.132	25161.774	-3753.63	2869.112	
10.803	32.135	25161.821	-3753.621	2869.064	
10.804	32.138	25161.871	-3753.612	2869.017	
10.805	32.142	25161.919	-3753.603	2868.97	
10.806	32.145	25161.968	-3753.594	2868.923	
10.807	32.148	25162.016	-3753.584	2868.876	
10.808	32.151	25162.064	-3753.575	2868.829	
10.809	32.154	25162.113	-3753.566	2868.782	
10.81	32.157	25162.161	-3753.557	2868.735	
10.811	32.16	25162.21	-3753.548	2868.687	
10.812	32.163	25162.258	-3753.539	2868.64	
10.813	32.167	25162.306	-3753.53	2868.593	
10.814	32.17	25162.355	-3753.521	2868.546	
10.815	32.173	25162.403	-3753.512	2868.5	
10.816	32.176	25162.451	-3753.503	2868.453	
10.817	32.179	25162.5	-3753.494	2868.406	
10.818	32.182	25162.548	-3753.485	2868.359	
10.819	32.185	25162.596	-3753.476	2868.312	
10.82	32.188	25162.643	-3753.467	2868.265	
10.821	32.191	25162.693	-3753.458	2868.218	
10.822	32.195	25162.741	-3753.448	2868.172	
10.823	32.198	25162.788	-3753.44	2868.125	
10.824	32.201	25162.836	-3753.431	2868.078	
10.825	32.204	25162.884	-3753.422	2868.032	
10.826	32.207	25162.931	-3753.412	2867.985	
10.827	32.21	25162.981	-3753.403	2867.938	
10.828	32.213	25163.029	-3753.395	2867.892	
10.829	32.216	25163.076	-3753.386	2867.845	
10.83	32.219	25163.124	-3753.376	2867.798	
10.831	32.222	25163.172	-3753.368	2867.752	
10.832	32.226	25163.219	-3753.359	2867.705	
10.833	32.229	25163.267	-3753.35	2867.659	
10.834	32.232	25163.315	-3753.341	2867.612	
10.835	32.235	25163.363	-3753.332	2867.566	
10.836	32.238	25163.41	-3753.323	2867.519	
10.837	32.241	25163.458	-3753.314	2867.473	
10.838	32.244	25163.506	-3753.305	2867.426	
10.839	32.247	25163.553	-3753.296	2867.38	
10.84	32.25	25163.601	-3753.287	2867.333	
10.841	32.253	25163.649	-3753.278	2867.287	
10.842	32.256	25163.696	-3753.269	2867.241	
10.843	32.259	25163.744	-3753.26	2867.195	
10.844	32.263	25163.792	-3753.251	2867.148	
10.845	32.266	25163.837	-3753.242	2867.102	
10.846	32.269	25163.885	-3753.233	2867.056	
10.847	32.272	25163.933	-3753.224	2867.01	
10.848	32.275	25163.98	-3753.216	2866.963	
10.849	32.278	25164.028	-3753.207	2866.917	
10.85	32.281	25164.076	-3753.198	2866.871	
10.851	32.284	25164.122	-3753.189	2866.825	
10.852	32.287	25164.169	-3753.18	2866.779	
10.853	32.29	25164.217	-3753.171	2866.733	
10.854	32.293	25164.265	-3753.162	2866.687	
10.855	32.296	25164.31	-3753.153	2866.641	
10.856	32.299	25164.358	-3753.145	2866.595	
10.857	32.302	25164.406	-3753.136	2866.549	
10.858	32.305	25164.452	-3753.127	2866.503	
10.859	32.308	25164.499	-3753.118	2866.457	
10.86	32.311	25164.547	-3753.109	2866.411	
10.861	32.314	25164.593	-3753.1	2866.365	
10.862	32.318	25164.64	-3753.091	2866.319	
10.863	32.321	25164.688	-3753.083	2866.273	
10.864	32.324	25164.734	-3753.074	2866.227	
10.865	32.327	25164.782	-3753.065	2866.182	
10.866	32.33	25164.827	-3753.056	2866.136	
10.867	32.333	25164.875	-3753.047	2866.09	
10.868	32.336	25164.921	-3753.038	2866.044	
10.869	32.339	25164.968	-3753.03	2865.999	
10.87	32.342	25165.014	-3753.021	2865.953	
10.871	32.345	25165.062	-3753.012	2865.907	
10.872	32.348	25165.108	-3753.003	2865.862	
10.873	32.351	25165.155	-3752.995	2865.816	
10.874	32.354	25165.201	-3752.986	2865.77	
10.875	32.357	25165.249	-3752.977	2865.725	
10.876	32.36	25165.295	-3752.968	2865.679	
10.877	32.363	25165.34	-3752.959	2865.634	
10.878	32.366	25165.388	-3752.951	2865.588	
10.879	32.369	25165.434	-3752.942	2865.543	
10.88	32.372	25165.482	-3752.933	2865.497	
10.881	32.375	25165.527	-3752.924	2865.452	
10.882	32.378	25165.573	-3752.916	2865.406	
10.883	32.381	25165.621	-3752.907	2865.361	
10.884	32.384	25165.667	-3752.898	2865.315	
10.885	32.387	25165.712	-3752.889	2865.27	
10.886	32.39	25165.758	-3752.881	2865.225	
10.887	32.393	25165.806	-3752.872	2865.18	
10.888	32.396	25165.852	-3752.863	2865.134	
10.889	32.399	25165.897	-3752.855	2865.089	
10.89	32.402	25165.943	-3752.846	2865.044	
10.891	32.405	25165.989	-3752.837	2864.999	
10.892	32.408	25166.037	-3752.828	2864.953	
10.893	32.411	25166.082	-3752.82	2864.908	
10.894	32.414	25166.128	-3752.811	2864.863	
10.895	32.417	25166.174	-3752.802	2864.818	
10.896	32.42	25166.22	-3752.794	2864.773	
10.897	32.423	25166.265	-3752.785	2864.728	
10.898	32.426	25166.311	-3752.776	2864.683	
10.899	32.429	25166.357	-3752.768	2864.638	
10.9	32.432	25166.403	-3752.759	2864.593	
10.901	32.435	25166.451	-3752.75	2864.547	
10.902	32.438	25166.496	-3752.742	2864.503	
10.903	32.441	25166.542	-3752.733	2864.458	
10.904	32.444	25166.588	-3752.724	2864.413	
10.905	32.447	25166.634	-3752.716	2864.368	
10.906	32.45	25166.679	-3752.707	2864.323	
10.907	32.453	25166.723	-3752.699	2864.278	
10.908	32.456	25166.769	-3752.69	2864.233	
10.909	32.459	25166.815	-3752.681	2864.188	
10.91	32.462	25166.861	-3752.673	2864.144	
10.911	32.465	25166.906	-3752.664	2864.099	
10.912	32.467	25166.952	-3752.656	2864.054	
10.913	32.47	25166.998	-3752.647	2864.009	
10.914	32.473	25167.044	-3752.638	2863.965	
10.915	32.476	25167.089	-3752.63	2863.92	
10.916	32.479	25167.133	-3752.621	2863.875	
10.917	32.482	25167.179	-3752.613	2863.831	
10.918	32.485	25167.225	-3752.604	2863.786	
10.919	32.488	25167.271	-3752.595	2863.742	
10.92	32.491	25167.316	-3752.587	2863.697	
10.921	32.494	25167.36	-3752.578	2863.652	
10.922	32.497	25167.406	-3752.57	2863.608	
10.923	32.5	25167.452	-3752.561	2863.563	
10.924	32.503	25167.496	-3752.553	2863.519	
10.925	32.506	25167.542	-3752.544	2863.474	
10.926	32.509	25167.587	-3752.536	2863.43	
10.927	32.512	25167.633	-3752.527	2863.386	
10.928	32.515	25167.677	-3752.518	2863.341	
10.929	32.518	25167.723	-3752.51	2863.297	
10.93	32.52	25167.767	-3752.501	2863.253	
10.931	32.523	25167.812	-3752.493	2863.208	
10.932	32.526	25167.858	-3752.484	2863.164	
10.933	32.529	25167.902	-3752.476	2863.12	
10.934	32.532	25167.948	-3752.467	2863.075	
10.935	32.535	25167.992	-3752.459	2863.031	
10.936	32.538	25168.037	-3752.45	2862.987	
10.937	32.541	25168.081	-3752.442	2862.943	
10.938	32.544	25168.127	-3752.433	2862.899	
10.939	32.547	25168.171	-3752.425	2862.854	
10.94	32.55	25168.217	-3752.416	2862.81	
10.941	32.553	25168.261	-3752.408	2862.766	
10.942	32.555	25168.306	-3752.399	2862.722	
10.943	32.558	25168.35	-3752.391	2862.678	
10.944	32.561	25168.396	-3752.383	2862.634	
10.945	32.564	25168.44	-3752.374	2862.59	
10.946	32.567	25168.484	-3752.366	2862.546	
10.947	32.57	25168.53	-3752.357	2862.502	
10.948	32.573	25168.573	-3752.349	2862.458	
10.949	32.576	25168.617	-3752.34	2862.414	
10.95	32.579	25168.663	-3752.332	2862.37	
10.951	32.582	25168.707	-3752.324	2862.327	
10.952	32.584	25168.751	-3752.315	2862.283	
10.953	32.587	25168.797	-3752.307	2862.239	
10.954	32.59	25168.84	-3752.298	2862.195	
10.955	32.593	25168.884	-3752.29	2862.151	
10.956	32.596	25168.928	-3752.281	2862.108	
10.957	32.599	25168.974	-3752.273	2862.064	
10.958	32.602	25169.018	-3752.265	2862.02	
10.959	32.605	25169.062	-3752.256	2861.977	
10.96	32.608	25169.106	-3752.248	2861.933	
10.961	32.61	25169.149	-3752.239	2861.889	
10.962	32.613	25169.195	-3752.231	2861.846	
10.963	32.616	25169.239	-3752.223	2861.802	
10.964	32.619	25169.283	-3752.214	2861.758	
10.965	32.622	25169.327	-3752.206	2861.715	
10.966	32.625	25169.371	-3752.198	2861.671	
10.967	32.628	25169.415	-3752.189	2861.628	
10.968	32.631	25169.458	-3752.181	2861.584	
10.969	32.633	25169.502	-3752.173	2861.541	
10.97	32.636	25169.546	-3752.164	2861.498	
10.971	32.639	25169.59	-3752.156	2861.454	
10.972	32.642	25169.634	-3752.148	2861.411	
10.973	32.645	25169.678	-3752.139	2861.367	
10.974	32.648	25169.722	-3752.131	2861.324	
10.975	32.651	25169.765	-3752.123	2861.281	
10.976	32.653	25169.809	-3752.115	2861.238	
10.977	32.656	25169.853	-3752.106	2861.194	
10.978	32.659	25169.897	-3752.098	2861.151	
10.979	32.662	25169.941	-3752.09	2861.108	
10.98	32.665	25169.985	-3752.081	2861.065	
10.981	32.668	25170.029	-3752.073	2861.021	
10.982	32.671	25170.073	-3752.065	2860.978	
10.983	32.673	25170.116	-3752.056	2860.935	
10.984	32.676	25170.16	-3752.048	2860.892	
10.985	32.679	25170.202	-3752.04	2860.849	
10.986	32.682	25170.246	-3752.032	2860.806	
10.987	32.685	25170.29	-3752.023	2860.763	
10.988	32.688	25170.334	-3752.015	2860.72	
10.989	32.69	25170.378	-3752.007	2860.677	
10.99	32.693	25170.42	-3751.999	2860.634	
10.991	32.696	25170.464	-3751.99	2860.591	
10.992	32.699	25170.507	-3751.982	2860.548	
10.993	32.702	25170.549	-3751.974	2860.505	
10.994	32.705	25170.593	-3751.966	2860.462	
10.995	32.707	25170.637	-3751.957	2860.419	
10.996	32.71	25170.681	-3751.949	2860.376	
10.997	32.713	25170.723	-3751.941	2860.333	
10.998	32.716	25170.767	-3751.933	2860.291	
10.999	32.719	25170.809	-3751.925	2860.248	
11	32.721	25170.853	-3751.916	2860.205	
11.001	32.724	25170.897	-3751.908	2860.162	
11.002	32.727	25170.938	-3751.9	2860.12	
11.003	32.73	25170.982	-3751.892	2860.077	
11.004	32.733	25171.024	-3751.884	2860.034	
11.005	32.735	25171.068	-3751.875	2859.992	
11.006	32.738	25171.11	-3751.867	2859.949	
11.007	32.741	25171.154	-3751.859	2859.906	
11.008	32.744	25171.196	-3751.851	2859.864	
11.009	32.747	25171.24	-3751.843	2859.821	
11.01	32.749	25171.282	-3751.835	2859.779	
11.011	32.752	25171.326	-3751.827	2859.736	
11.012	32.755	25171.368	-3751.818	2859.694	
11.013	32.758	25171.412	-3751.81	2859.651	
11.014	32.761	25171.453	-3751.802	2859.609	
11.015	32.763	25171.497	-3751.794	2859.566	
11.016	32.766	25171.539	-3751.786	2859.524	
11.017	32.769	25171.581	-3751.778	2859.482	
11.018	32.772	25171.625	-3751.77	2859.439	
11.019	32.775	25171.667	-3751.761	2859.397	
11.02	32.777	25171.709	-3751.753	2859.355	
11.021	32.78	25171.753	-3751.745	2859.313	
11.022	32.783	25171.795	-3751.737	2859.27	
11.023	32.786	25171.837	-3751.729	2859.228	
11.024	32.788	25171.881	-3751.721	2859.186	
11.025	32.791	25171.923	-3751.713	2859.144	
11.026	32.794	25171.965	-3751.705	2859.102	
11.027	32.797	25172.007	-3751.697	2859.059	
11.028	32.8	25172.05	-3751.689	2859.017	
11.029	32.802	25172.092	-3751.681	2858.975	
11.03	32.805	25172.134	-3751.673	2858.933	
11.031	32.808	25172.176	-3751.664	2858.891	
11.032	32.811	25172.218	-3751.657	2858.849	
11.033	32.813	25172.26	-3751.648	2858.807	
11.034	32.816	25172.304	-3751.64	2858.765	
11.035	32.819	25172.346	-3751.632	2858.723	
11.036	32.822	25172.388	-3751.624	2858.681	
11.037	32.824	25172.43	-3751.616	2858.639	
11.038	32.827	25172.472	-3751.608	2858.597	
11.039	32.83	25172.514	-3751.6	2858.555	
11.04	32.833	25172.556	-3751.592	2858.513	
11.041	32.835	25172.598	-3751.584	2858.472	
11.042	32.838	25172.64	-3751.576	2858.43	
11.043	32.841	25172.682	-3751.568	2858.388	
11.044	32.844	25172.724	-3751.56	2858.346	
11.045	32.846	25172.766	-3751.552	2858.305	
11.046	32.849	25172.808	-3751.544	2858.263	
11.047	32.852	25172.85	-3751.536	2858.221	
11.048	32.855	25172.892	-3751.528	2858.179	
11.049	32.857	25172.934	-3751.52	2858.138	
11.05	32.86	25172.976	-3751.512	2858.096	
11.051	32.863	25173.018	-3751.504	2858.055	
11.052	32.866	25173.059	-3751.496	2858.013	
11.053	32.868	25173.1	-3751.488	2857.971	
11.054	32.871	25173.141	-3751.48	2857.93	
11.055	32.874	25173.183	-3751.472	2857.888	
11.056	32.876	25173.225	-3751.464	2857.847	
11.057	32.879	25173.267	-3751.456	2857.805	
11.058	32.882	25173.309	-3751.449	2857.764	
11.059	32.885	25173.349	-3751.441	2857.723	
11.06	32.887	25173.391	-3751.433	2857.681	
11.061	32.89	25173.433	-3751.425	2857.64	
11.062	32.893	25173.475	-3751.417	2857.598	
11.063	32.896	25173.515	-3751.409	2857.557	
11.064	32.898	25173.557	-3751.401	2857.516	
11.065	32.901	25173.599	-3751.393	2857.474	
11.066	32.904	25173.641	-3751.385	2857.433	
11.067	32.906	25173.681	-3751.377	2857.392	
11.068	32.909	25173.723	-3751.369	2857.351	
11.069	32.912	25173.763	-3751.362	2857.309	
11.07	32.914	25173.805	-3751.354	2857.268	
11.071	32.917	25173.847	-3751.346	2857.227	
11.072	32.92	25173.887	-3751.338	2857.186	
11.073	32.923	25173.929	-3751.33	2857.145	
11.074	32.925	25173.971	-3751.322	2857.104	
11.075	32.928	25174.011	-3751.314	2857.063	
11.076	32.931	25174.053	-3751.306	2857.022	
11.077	32.933	25174.093	-3751.299	2856.981	
11.078	32.936	25174.135	-3751.291	2856.94	
11.079	32.939	25174.175	-3751.283	2856.899	
