SYSTEM:Time(s)	SubMechanism.ibFlap/Flap:roll(deg)	SubMechanism.ibFlap/Flap:x(mm)	SubMechanism.ibFlap/Flap:y(mm)	SubMechanism.ibFlap/Flap:z(mm)
3.42	1.435	24578.869	-3847.637	3181.847	
3.421	1.436	24578.897	-3847.633	3181.841	
3.422	1.438	24578.926	-3847.629	3181.834	
3.423	1.439	24578.957	-3847.625	3181.828	
3.424	1.44	24578.985	-3847.621	3181.822	
3.425	1.442	24579.014	-3847.617	3181.816	
3.426	1.443	24579.044	-3847.613	3181.81	
3.427	1.444	24579.073	-3847.609	3181.803	
3.428	1.446	24579.102	-3847.605	3181.797	
3.429	1.447	24579.132	-3847.601	3181.791	
3.43	1.448	24579.161	-3847.597	3181.785	
3.431	1.45	24579.191	-3847.593	3181.778	
3.432	1.451	24579.22	-3847.589	3181.772	
3.433	1.452	24579.248	-3847.585	3181.766	
3.434	1.454	24579.279	-3847.581	3181.76	
3.435	1.455	24579.308	-3847.577	3181.754	
3.436	1.456	24579.338	-3847.573	3181.747	
3.437	1.458	24579.367	-3847.569	3181.741	
3.438	1.459	24579.395	-3847.565	3181.735	
3.439	1.46	24579.426	-3847.561	3181.729	
3.44	1.462	24579.454	-3847.557	3181.722	
3.441	1.463	24579.485	-3847.553	3181.716	
3.442	1.465	24579.514	-3847.549	3181.71	
3.443	1.466	24579.544	-3847.545	3181.704	
3.444	1.467	24579.573	-3847.541	3181.697	
3.445	1.469	24579.603	-3847.537	3181.691	
3.446	1.47	24579.632	-3847.533	3181.685	
3.447	1.471	24579.662	-3847.529	3181.679	
3.448	1.473	24579.691	-3847.525	3181.672	
3.449	1.474	24579.721	-3847.521	3181.666	
3.45	1.475	24579.75	-3847.517	3181.659	
3.451	1.477	24579.781	-3847.513	3181.653	
3.452	1.478	24579.809	-3847.509	3181.647	
3.453	1.479	24579.84	-3847.505	3181.641	
3.454	1.481	24579.868	-3847.501	3181.634	
3.455	1.482	24579.899	-3847.497	3181.628	
3.456	1.484	24579.927	-3847.493	3181.622	
3.457	1.485	24579.958	-3847.489	3181.615	
3.458	1.486	24579.988	-3847.485	3181.609	
3.459	1.488	24580.017	-3847.481	3181.603	
3.46	1.489	24580.048	-3847.477	3181.597	
3.461	1.49	24580.076	-3847.473	3181.59	
3.462	1.492	24580.107	-3847.469	3181.584	
3.463	1.493	24580.135	-3847.465	3181.577	
3.464	1.494	24580.166	-3847.461	3181.571	
3.465	1.496	24580.196	-3847.456	3181.565	
3.466	1.497	24580.225	-3847.452	3181.558	
3.467	1.499	24580.256	-3847.448	3181.552	
3.468	1.5	24580.286	-3847.444	3181.546	
3.469	1.501	24580.315	-3847.44	3181.539	
3.47	1.503	24580.345	-3847.436	3181.533	
3.471	1.504	24580.376	-3847.432	3181.527	
3.472	1.505	24580.404	-3847.428	3181.52	
3.473	1.507	24580.435	-3847.424	3181.514	
3.474	1.508	24580.465	-3847.42	3181.508	
3.475	1.509	24580.494	-3847.416	3181.501	
3.476	1.511	24580.524	-3847.412	3181.495	
3.477	1.512	24580.555	-3847.408	3181.488	
3.478	1.514	24580.584	-3847.404	3181.482	
3.479	1.515	24580.614	-3847.399	3181.476	
3.48	1.516	24580.645	-3847.395	3181.469	
3.481	1.518	24580.673	-3847.391	3181.463	
3.482	1.519	24580.704	-3847.387	3181.456	
3.483	1.52	24580.734	-3847.383	3181.45	
3.484	1.522	24580.765	-3847.379	3181.443	
3.485	1.523	24580.793	-3847.375	3181.437	
3.486	1.525	24580.824	-3847.371	3181.431	
3.487	1.526	24580.854	-3847.367	3181.424	
3.488	1.527	24580.885	-3847.363	3181.418	
3.489	1.529	24580.915	-3847.359	3181.412	
3.49	1.53	24580.944	-3847.355	3181.405	
3.491	1.532	24580.975	-3847.35	3181.399	
3.492	1.533	24581.005	-3847.346	3181.392	
3.493	1.534	24581.036	-3847.342	3181.386	
3.494	1.536	24581.066	-3847.338	3181.379	
3.495	1.537	24581.095	-3847.334	3181.373	
3.496	1.538	24581.125	-3847.33	3181.366	
3.497	1.54	24581.156	-3847.326	3181.36	
3.498	1.541	24581.186	-3847.322	3181.353	
3.499	1.543	24581.217	-3847.317	3181.347	
3.5	1.544	24581.247	-3847.313	3181.34	
3.501	1.545	24581.276	-3847.309	3181.334	
3.502	1.547	24581.306	-3847.305	3181.328	
3.503	1.548	24581.337	-3847.301	3181.321	
3.504	1.55	24581.367	-3847.297	3181.314	
3.505	1.551	24581.398	-3847.293	3181.308	
3.506	1.552	24581.429	-3847.289	3181.302	
3.507	1.554	24581.459	-3847.285	3181.295	
3.508	1.555	24581.49	-3847.281	3181.288	
3.509	1.556	24581.52	-3847.276	3181.282	
3.51	1.558	24581.551	-3847.272	3181.276	
3.511	1.559	24581.579	-3847.268	3181.269	
3.512	1.561	24581.61	-3847.264	3181.262	
3.513	1.562	24581.64	-3847.26	3181.256	
3.514	1.563	24581.671	-3847.256	3181.249	
3.515	1.565	24581.701	-3847.251	3181.243	
3.516	1.566	24581.732	-3847.247	3181.237	
3.517	1.568	24581.762	-3847.243	3181.23	
3.518	1.569	24581.793	-3847.239	3181.223	
3.519	1.57	24581.823	-3847.235	3181.217	
3.52	1.572	24581.854	-3847.231	3181.21	
3.521	1.573	24581.884	-3847.227	3181.204	
3.522	1.575	24581.915	-3847.222	3181.197	
3.523	1.576	24581.945	-3847.218	3181.19	
3.524	1.577	24581.976	-3847.214	3181.184	
3.525	1.579	24582.006	-3847.21	3181.177	
3.526	1.58	24582.037	-3847.206	3181.171	
3.527	1.582	24582.067	-3847.202	3181.164	
3.528	1.583	24582.098	-3847.197	3181.158	
3.529	1.584	24582.129	-3847.193	3181.151	
3.53	1.586	24582.161	-3847.189	3181.144	
3.531	1.587	24582.191	-3847.185	3181.138	
3.532	1.589	24582.222	-3847.181	3181.131	
3.533	1.59	24582.253	-3847.177	3181.125	
3.534	1.592	24582.283	-3847.172	3181.118	
3.535	1.593	24582.314	-3847.168	3181.112	
3.536	1.594	24582.344	-3847.164	3181.105	
3.537	1.596	24582.375	-3847.16	3181.098	
3.538	1.597	24582.405	-3847.156	3181.092	
3.539	1.599	24582.436	-3847.152	3181.085	
3.54	1.6	24582.468	-3847.147	3181.078	
3.541	1.601	24582.499	-3847.143	3181.072	
3.542	1.603	24582.529	-3847.139	3181.065	
3.543	1.604	24582.56	-3847.135	3181.059	
3.544	1.606	24582.59	-3847.13	3181.052	
3.545	1.607	24582.621	-3847.126	3181.045	
3.546	1.608	24582.653	-3847.122	3181.039	
3.547	1.61	24582.684	-3847.118	3181.032	
3.548	1.611	24582.714	-3847.114	3181.026	
3.549	1.613	24582.745	-3847.109	3181.019	
3.55	1.614	24582.775	-3847.105	3181.012	
3.551	1.616	24582.808	-3847.101	3181.005	
3.552	1.617	24582.838	-3847.097	3180.999	
3.553	1.618	24582.869	-3847.093	3180.992	
3.554	1.62	24582.899	-3847.088	3180.985	
3.555	1.621	24582.932	-3847.084	3180.979	
3.556	1.623	24582.962	-3847.08	3180.972	
3.557	1.624	24582.993	-3847.076	3180.965	
3.558	1.625	24583.023	-3847.071	3180.959	
3.559	1.627	24583.055	-3847.067	3180.952	
3.56	1.628	24583.086	-3847.063	3180.945	
3.561	1.63	24583.117	-3847.059	3180.939	
3.562	1.631	24583.147	-3847.054	3180.932	
3.563	1.633	24583.179	-3847.05	3180.925	
3.564	1.634	24583.21	-3847.046	3180.918	
3.565	1.635	24583.241	-3847.042	3180.912	
3.566	1.637	24583.273	-3847.038	3180.905	
3.567	1.638	24583.303	-3847.033	3180.898	
3.568	1.64	24583.334	-3847.029	3180.892	
3.569	1.641	24583.366	-3847.025	3180.885	
3.57	1.643	24583.397	-3847.021	3180.878	
3.571	1.644	24583.427	-3847.016	3180.871	
3.572	1.645	24583.46	-3847.012	3180.865	
3.573	1.647	24583.49	-3847.008	3180.858	
3.574	1.648	24583.521	-3847.003	3180.851	
3.575	1.65	24583.553	-3846.999	3180.845	
3.576	1.651	24583.584	-3846.995	3180.838	
3.577	1.653	24583.616	-3846.991	3180.831	
3.578	1.654	24583.647	-3846.987	3180.824	
3.579	1.656	24583.677	-3846.982	3180.817	
3.58	1.657	24583.71	-3846.978	3180.811	
3.581	1.658	24583.74	-3846.974	3180.804	
3.582	1.66	24583.773	-3846.969	3180.797	
3.583	1.661	24583.803	-3846.965	3180.79	
3.584	1.663	24583.836	-3846.961	3180.784	
3.585	1.664	24583.866	-3846.956	3180.777	
3.586	1.666	24583.899	-3846.952	3180.77	
3.587	1.667	24583.929	-3846.948	3180.763	
3.588	1.668	24583.961	-3846.944	3180.756	
3.589	1.67	24583.992	-3846.939	3180.75	
3.59	1.671	24584.023	-3846.935	3180.743	
3.591	1.673	24584.055	-3846.931	3180.736	
3.592	1.674	24584.085	-3846.927	3180.729	
3.593	1.676	24584.118	-3846.922	3180.722	
3.594	1.677	24584.15	-3846.918	3180.716	
3.595	1.679	24584.181	-3846.914	3180.709	
3.596	1.68	24584.213	-3846.909	3180.702	
3.597	1.681	24584.244	-3846.905	3180.695	
3.598	1.683	24584.276	-3846.901	3180.688	
3.599	1.684	24584.307	-3846.896	3180.681	
3.6	1.686	24584.339	-3846.892	3180.675	
3.601	1.687	24584.37	-3846.888	3180.668	
3.602	1.689	24584.402	-3846.884	3180.661	
3.603	1.69	24584.435	-3846.879	3180.654	
3.604	1.692	24584.465	-3846.875	3180.647	
3.605	1.693	24584.497	-3846.871	3180.64	
3.606	1.695	24584.528	-3846.866	3180.633	
3.607	1.696	24584.56	-3846.862	3180.626	
3.608	1.697	24584.593	-3846.858	3180.619	
3.609	1.699	24584.623	-3846.853	3180.613	
3.61	1.7	24584.656	-3846.849	3180.606	
3.611	1.702	24584.686	-3846.845	3180.599	
3.612	1.703	24584.719	-3846.84	3180.592	
3.613	1.705	24584.751	-3846.836	3180.585	
3.614	1.706	24584.782	-3846.832	3180.578	
3.615	1.708	24584.814	-3846.827	3180.571	
3.616	1.709	24584.846	-3846.823	3180.564	
3.617	1.711	24584.877	-3846.819	3180.557	
3.618	1.712	24584.909	-3846.814	3180.551	
3.619	1.714	24584.942	-3846.81	3180.544	
3.62	1.715	24584.974	-3846.806	3180.537	
3.621	1.716	24585.005	-3846.801	3180.53	
3.622	1.718	24585.037	-3846.797	3180.523	
3.623	1.719	24585.07	-3846.792	3180.516	
3.624	1.721	24585.1	-3846.788	3180.509	
3.625	1.722	24585.133	-3846.784	3180.502	
3.626	1.724	24585.165	-3846.78	3180.495	
3.627	1.725	24585.197	-3846.775	3180.488	
3.628	1.727	24585.228	-3846.771	3180.481	
3.629	1.728	24585.26	-3846.766	3180.474	
3.63	1.73	24585.293	-3846.762	3180.467	
3.631	1.731	24585.325	-3846.758	3180.46	
3.632	1.733	24585.358	-3846.753	3180.453	
3.633	1.734	24585.388	-3846.749	3180.446	
3.634	1.736	24585.421	-3846.745	3180.439	
3.635	1.737	24585.453	-3846.74	3180.432	
3.636	1.738	24585.485	-3846.736	3180.425	
3.637	1.74	24585.518	-3846.731	3180.418	
3.638	1.741	24585.55	-3846.727	3180.411	
3.639	1.743	24585.581	-3846.723	3180.404	
3.64	1.744	24585.613	-3846.718	3180.397	
3.641	1.746	24585.646	-3846.714	3180.39	
3.642	1.747	24585.678	-3846.709	3180.383	
3.643	1.749	24585.711	-3846.705	3180.376	
3.644	1.75	24585.743	-3846.701	3180.369	
3.645	1.752	24585.775	-3846.696	3180.362	
3.646	1.753	24585.806	-3846.692	3180.355	
3.647	1.755	24585.838	-3846.688	3180.348	
3.648	1.756	24585.871	-3846.683	3180.341	
3.649	1.758	24585.903	-3846.679	3180.334	
3.65	1.759	24585.936	-3846.674	3180.327	
3.651	1.761	24585.968	-3846.67	3180.32	
3.652	1.762	24586	-3846.666	3180.313	
3.653	1.764	24586.033	-3846.661	3180.306	
3.654	1.765	24586.065	-3846.657	3180.299	
3.655	1.767	24586.098	-3846.652	3180.292	
3.656	1.768	24586.13	-3846.648	3180.285	
3.657	1.77	24586.163	-3846.643	3180.278	
3.658	1.771	24586.195	-3846.639	3180.271	
3.659	1.773	24586.227	-3846.635	3180.264	
3.66	1.774	24586.26	-3846.63	3180.256	
3.661	1.776	24586.292	-3846.626	3180.249	
3.662	1.777	24586.325	-3846.621	3180.242	
3.663	1.778	24586.357	-3846.617	3180.235	
3.664	1.78	24586.39	-3846.612	3180.228	
3.665	1.781	24586.422	-3846.608	3180.221	
3.666	1.783	24586.454	-3846.604	3180.214	
3.667	1.784	24586.487	-3846.599	3180.207	
3.668	1.786	24586.519	-3846.595	3180.2	
3.669	1.787	24586.552	-3846.59	3180.192	
3.67	1.789	24586.584	-3846.586	3180.186	
3.671	1.79	24586.617	-3846.581	3180.178	
3.672	1.792	24586.649	-3846.577	3180.171	
3.673	1.793	24586.681	-3846.573	3180.164	
3.674	1.795	24586.714	-3846.568	3180.157	
3.675	1.796	24586.748	-3846.564	3180.15	
3.676	1.798	24586.781	-3846.559	3180.143	
3.677	1.799	24586.813	-3846.555	3180.135	
3.678	1.801	24586.845	-3846.55	3180.128	
3.679	1.802	24586.878	-3846.546	3180.121	
3.68	1.804	24586.91	-3846.541	3180.114	
3.681	1.805	24586.943	-3846.537	3180.107	
3.682	1.807	24586.977	-3846.532	3180.1	
3.683	1.808	24587.009	-3846.528	3180.093	
3.684	1.81	24587.042	-3846.524	3180.085	
3.685	1.811	24587.074	-3846.519	3180.078	
3.686	1.813	24587.107	-3846.514	3180.071	
3.687	1.814	24587.139	-3846.51	3180.064	
3.688	1.816	24587.173	-3846.506	3180.057	
3.689	1.817	24587.206	-3846.501	3180.049	
3.69	1.819	24587.238	-3846.497	3180.042	
3.691	1.82	24587.271	-3846.492	3180.035	
3.692	1.822	24587.305	-3846.488	3180.028	
3.693	1.824	24587.337	-3846.483	3180.021	
3.694	1.825	24587.37	-3846.479	3180.013	
3.695	1.827	24587.402	-3846.474	3180.006	
3.696	1.828	24587.437	-3846.47	3179.999	
3.697	1.83	24587.469	-3846.465	3179.992	
3.698	1.831	24587.502	-3846.461	3179.984	
3.699	1.833	24587.534	-3846.456	3179.977	
3.7	1.834	24587.568	-3846.452	3179.97	
3.701	1.836	24587.601	-3846.447	3179.963	
3.702	1.837	24587.633	-3846.443	3179.955	
3.703	1.839	24587.667	-3846.438	3179.948	
3.704	1.84	24587.7	-3846.434	3179.941	
3.705	1.842	24587.732	-3846.429	3179.934	
3.706	1.843	24587.767	-3846.425	3179.926	
3.707	1.845	24587.799	-3846.42	3179.919	
3.708	1.846	24587.831	-3846.416	3179.912	
3.709	1.848	24587.866	-3846.411	3179.904	
3.71	1.849	24587.898	-3846.406	3179.897	
3.711	1.851	24587.931	-3846.402	3179.89	
3.712	1.852	24587.965	-3846.397	3179.883	
3.713	1.854	24587.997	-3846.393	3179.875	
3.714	1.855	24588.03	-3846.388	3179.868	
3.715	1.857	24588.064	-3846.384	3179.861	
3.716	1.858	24588.097	-3846.379	3179.853	
3.717	1.86	24588.131	-3846.375	3179.846	
3.718	1.861	24588.163	-3846.37	3179.839	
3.719	1.863	24588.198	-3846.366	3179.832	
3.72	1.865	24588.23	-3846.361	3179.824	
3.721	1.866	24588.263	-3846.357	3179.817	
3.722	1.868	24588.297	-3846.352	3179.81	
3.723	1.869	24588.329	-3846.348	3179.802	
3.724	1.871	24588.364	-3846.343	3179.795	
3.725	1.872	24588.396	-3846.339	3179.787	
3.726	1.874	24588.43	-3846.334	3179.78	
3.727	1.875	24588.463	-3846.329	3179.773	
3.728	1.877	24588.497	-3846.325	3179.765	
3.729	1.878	24588.53	-3846.32	3179.758	
3.73	1.88	24588.564	-3846.316	3179.751	
3.731	1.881	24588.596	-3846.311	3179.743	
3.732	1.883	24588.631	-3846.307	3179.736	
3.733	1.884	24588.663	-3846.302	3179.729	
3.734	1.886	24588.697	-3846.297	3179.721	
3.735	1.888	24588.732	-3846.293	3179.714	
3.736	1.889	24588.764	-3846.288	3179.706	
3.737	1.891	24588.799	-3846.284	3179.699	
3.738	1.892	24588.831	-3846.279	3179.692	
3.739	1.894	24588.865	-3846.274	3179.684	
3.74	1.895	24588.898	-3846.27	3179.677	
3.741	1.897	24588.932	-3846.265	3179.669	
3.742	1.898	24588.966	-3846.261	3179.662	
3.743	1.9	24588.999	-3846.256	3179.654	
3.744	1.901	24589.033	-3846.251	3179.647	
3.745	1.903	24589.066	-3846.247	3179.64	
3.746	1.904	24589.1	-3846.242	3179.632	
3.747	1.906	24589.134	-3846.238	3179.625	
3.748	1.908	24589.167	-3846.233	3179.617	
3.749	1.909	24589.201	-3846.229	3179.61	
3.75	1.911	24589.235	-3846.224	3179.602	
3.751	1.912	24589.268	-3846.219	3179.595	
3.752	1.914	24589.302	-3846.215	3179.587	
3.753	1.915	24589.336	-3846.21	3179.58	
3.754	1.917	24589.369	-3846.205	3179.573	
3.755	1.918	24589.403	-3846.201	3179.565	
3.756	1.92	24589.437	-3846.196	3179.558	
3.757	1.922	24589.472	-3846.192	3179.55	
3.758	1.923	24589.504	-3846.187	3179.543	
3.759	1.925	24589.539	-3846.182	3179.535	
3.76	1.926	24589.573	-3846.178	3179.528	
3.761	1.928	24589.607	-3846.173	3179.52	
3.762	1.929	24589.64	-3846.169	3179.513	
3.763	1.931	24589.674	-3846.164	3179.505	
3.764	1.932	24589.708	-3846.159	3179.497	
3.765	1.934	24589.743	-3846.155	3179.49	
3.766	1.936	24589.775	-3846.15	3179.482	
3.767	1.937	24589.809	-3846.145	3179.475	
3.768	1.939	24589.844	-3846.141	3179.467	
3.769	1.94	24589.878	-3846.136	3179.46	
3.77	1.942	24589.912	-3846.131	3179.452	
3.771	1.943	24589.945	-3846.127	3179.445	
3.772	1.945	24589.979	-3846.122	3179.437	
3.773	1.946	24590.014	-3846.117	3179.43	
3.774	1.948	24590.048	-3846.113	3179.422	
3.775	1.95	24590.082	-3846.108	3179.415	
3.776	1.951	24590.117	-3846.103	3179.407	
3.777	1.953	24590.151	-3846.099	3179.399	
3.778	1.954	24590.183	-3846.094	3179.392	
3.779	1.956	24590.218	-3846.089	3179.384	
3.78	1.957	24590.252	-3846.085	3179.377	
3.781	1.959	24590.286	-3846.08	3179.369	
3.782	1.961	24590.321	-3846.076	3179.362	
3.783	1.962	24590.355	-3846.071	3179.354	
3.784	1.964	24590.389	-3846.066	3179.346	
3.785	1.965	24590.424	-3846.061	3179.339	
3.786	1.967	24590.458	-3846.057	3179.331	
3.787	1.968	24590.492	-3846.052	3179.324	
3.788	1.97	24590.527	-3846.047	3179.316	
3.789	1.972	24590.561	-3846.043	3179.308	
3.79	1.973	24590.595	-3846.038	3179.301	
3.791	1.975	24590.628	-3846.033	3179.293	
3.792	1.976	24590.662	-3846.029	3179.286	
3.793	1.978	24590.696	-3846.024	3179.278	
3.794	1.979	24590.731	-3846.019	3179.27	
3.795	1.981	24590.765	-3846.014	3179.263	
3.796	1.983	24590.799	-3846.01	3179.255	
3.797	1.984	24590.836	-3846.005	3179.247	
3.798	1.986	24590.87	-3846	3179.24	
3.799	1.987	24590.904	-3845.996	3179.232	
3.8	1.989	24590.939	-3845.991	3179.224	
3.801	1.991	24590.973	-3845.986	3179.217	
3.802	1.992	24591.007	-3845.982	3179.209	
3.803	1.994	24591.042	-3845.977	3179.201	
3.804	1.995	24591.076	-3845.972	3179.193	
3.805	1.997	24591.11	-3845.968	3179.186	
3.806	1.998	24591.145	-3845.963	3179.178	
3.807	2	24591.179	-3845.958	3179.17	
3.808	2.002	24591.213	-3845.953	3179.163	
3.809	2.003	24591.248	-3845.949	3179.155	
3.81	2.005	24591.282	-3845.944	3179.147	
3.811	2.006	24591.318	-3845.939	3179.14	
3.812	2.008	24591.352	-3845.934	3179.132	
3.813	2.01	24591.387	-3845.93	3179.124	
3.814	2.011	24591.421	-3845.925	3179.116	
3.815	2.013	24591.455	-3845.92	3179.109	
3.816	2.014	24591.49	-3845.916	3179.101	
3.817	2.016	24591.526	-3845.911	3179.093	
3.818	2.018	24591.56	-3845.906	3179.085	
3.819	2.019	24591.595	-3845.901	3179.078	
3.82	2.021	24591.629	-3845.896	3179.07	
3.821	2.022	24591.663	-3845.892	3179.062	
3.822	2.024	24591.7	-3845.887	3179.054	
3.823	2.026	24591.734	-3845.882	3179.047	
3.824	2.027	24591.768	-3845.877	3179.039	
3.825	2.029	24591.803	-3845.873	3179.031	
3.826	2.03	24591.837	-3845.868	3179.023	
3.827	2.032	24591.873	-3845.863	3179.015	
3.828	2.034	24591.908	-3845.858	3179.008	
3.829	2.035	24591.942	-3845.854	3179	
3.83	2.037	24591.978	-3845.849	3178.992	
3.831	2.038	24592.012	-3845.844	3178.984	
3.832	2.04	24592.047	-3845.839	3178.977	
3.833	2.042	24592.081	-3845.834	3178.969	
3.834	2.043	24592.117	-3845.83	3178.961	
3.835	2.045	24592.152	-3845.825	3178.953	
3.836	2.046	24592.186	-3845.82	3178.945	
3.837	2.048	24592.222	-3845.815	3178.937	
3.838	2.05	24592.257	-3845.811	3178.93	
3.839	2.051	24592.291	-3845.806	3178.922	
3.84	2.053	24592.327	-3845.801	3178.914	
3.841	2.054	24592.361	-3845.796	3178.906	
3.842	2.056	24592.396	-3845.791	3178.898	
3.843	2.058	24592.432	-3845.787	3178.89	
3.844	2.059	24592.466	-3845.782	3178.882	
3.845	2.061	24592.503	-3845.777	3178.874	
3.846	2.063	24592.537	-3845.772	3178.867	
3.847	2.064	24592.571	-3845.767	3178.859	
3.848	2.066	24592.607	-3845.763	3178.851	
3.849	2.067	24592.642	-3845.758	3178.843	
3.85	2.069	24592.678	-3845.753	3178.835	
3.851	2.071	24592.712	-3845.748	3178.827	
3.852	2.072	24592.749	-3845.743	3178.819	
3.853	2.074	24592.783	-3845.739	3178.812	
3.854	2.075	24592.819	-3845.734	3178.803	
3.855	2.077	24592.854	-3845.729	3178.796	
3.856	2.079	24592.888	-3845.724	3178.788	
3.857	2.08	24592.924	-3845.719	3178.78	
3.858	2.082	24592.958	-3845.714	3178.772	
3.859	2.084	24592.995	-3845.71	3178.764	
3.86	2.085	24593.029	-3845.705	3178.756	
3.861	2.087	24593.065	-3845.7	3178.748	
3.862	2.088	24593.1	-3845.695	3178.74	
3.863	2.09	24593.136	-3845.69	3178.732	
3.864	2.092	24593.172	-3845.685	3178.724	
3.865	2.093	24593.206	-3845.68	3178.716	
3.866	2.095	24593.243	-3845.676	3178.708	
3.867	2.097	24593.277	-3845.671	3178.7	
3.868	2.098	24593.313	-3845.666	3178.692	
3.869	2.1	24593.348	-3845.661	3178.684	
3.87	2.101	24593.384	-3845.656	3178.676	
3.871	2.103	24593.42	-3845.651	3178.668	
3.872	2.105	24593.454	-3845.647	3178.66	
3.873	2.106	24593.491	-3845.642	3178.653	
3.874	2.108	24593.525	-3845.637	3178.644	
3.875	2.11	24593.561	-3845.632	3178.636	
3.876	2.111	24593.597	-3845.627	3178.628	
3.877	2.113	24593.632	-3845.622	3178.62	
3.878	2.115	24593.668	-3845.617	3178.612	
3.879	2.116	24593.704	-3845.613	3178.604	
3.88	2.118	24593.739	-3845.608	3178.596	
3.881	2.119	24593.775	-3845.603	3178.588	
3.882	2.121	24593.811	-3845.598	3178.58	
3.883	2.123	24593.845	-3845.593	3178.572	
3.884	2.124	24593.882	-3845.588	3178.564	
3.885	2.126	24593.918	-3845.583	3178.556	
3.886	2.128	24593.952	-3845.578	3178.548	
3.887	2.129	24593.988	-3845.573	3178.54	
3.888	2.131	24594.025	-3845.569	3178.532	
3.889	2.133	24594.061	-3845.564	3178.524	
3.89	2.134	24594.095	-3845.559	3178.516	
3.891	2.136	24594.131	-3845.554	3178.508	
3.892	2.138	24594.168	-3845.549	3178.5	
3.893	2.139	24594.204	-3845.544	3178.492	
3.894	2.141	24594.238	-3845.539	3178.483	
3.895	2.142	24594.275	-3845.534	3178.475	
3.896	2.144	24594.311	-3845.529	3178.467	
3.897	2.146	24594.347	-3845.524	3178.459	
3.898	2.147	24594.383	-3845.52	3178.451	
3.899	2.149	24594.418	-3845.515	3178.443	
3.9	2.151	24594.454	-3845.51	3178.435	
3.901	2.152	24594.49	-3845.505	3178.427	
3.902	2.154	24594.526	-3845.5	3178.419	
3.903	2.156	24594.563	-3845.495	3178.411	
3.904	2.157	24594.599	-3845.49	3178.402	
3.905	2.159	24594.635	-3845.485	3178.394	
3.906	2.161	24594.669	-3845.48	3178.386	
3.907	2.162	24594.706	-3845.475	3178.378	
3.908	2.164	24594.742	-3845.47	3178.37	
3.909	2.166	24594.778	-3845.465	3178.362	
3.91	2.167	24594.814	-3845.46	3178.353	
3.911	2.169	24594.851	-3845.455	3178.345	
3.912	2.171	24594.887	-3845.45	3178.337	
3.913	2.172	24594.923	-3845.445	3178.329	
3.914	2.174	24594.959	-3845.441	3178.321	
3.915	2.176	24594.995	-3845.436	3178.313	
3.916	2.177	24595.032	-3845.431	3178.304	
3.917	2.179	24595.068	-3845.426	3178.296	
3.918	2.181	24595.102	-3845.421	3178.288	
3.919	2.182	24595.139	-3845.416	3178.28	
3.92	2.184	24595.175	-3845.411	3178.272	
3.921	2.186	24595.211	-3845.406	3178.263	
3.922	2.187	24595.247	-3845.401	3178.255	
3.923	2.189	24595.284	-3845.396	3178.247	
3.924	2.191	24595.32	-3845.391	3178.239	
